FOLIO ,AÑO,MES,FECHA,DIA ,HORA ,TIPO DE ACCIDENTE ,RESOLUCION,ORIGEN REPORTE,TIPO ASENTAMIENTO,NOMBRE ASENTAMIENTO,TIPO VIALIDAD,NOMBRE VIALIDAD ,GEORREFERENCIA
27422,2021,DICIEMBRE,2021-12-20,LUNES,10:55:00,ALCANCE/PROYECCION,FINIQUITADO,C4,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y CUAUHTEMOC,"25.759293,-100.287195"
22629,2021,JUNIO,2021-06-11,VIERNES,18:52:00,ALCANCE,FINIQUITADO,911,COLONIA,ANAHUAC,AVENIDA,BARRAGAN Y GUILERMO VALENCIA,"25.740027,-100.313005"
22811,2021,JUNIO,2021-06-30,MIÉRCOLES,19:25:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,SAN BARTOLO,AVENIDA,ARTURO B Y SANTO DOMINGO,"25.756003,-100.286029"
27267,2021,DICIEMBRE,2021-12-20,LUNES,12:54:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,JARDINES DE ANAHUAC,AVENIDA,DIEGO DIAZ Y CALLE 24,"25.727071,-100.276595"
22143,2021,JUNIO,2021-06-11,VIERNES,14:53:00,CRUCERO,FINIQUITADO,C4,FRACCIONAMIENTO,FRACCIONAMIENTO VILLARREAL,AVENIDA,ARTURO B DE LA GA Y HUELVA,"25.767167,-100.28977"
11423,2021,JUNIO,2021-06-30,MIÉRCOLES,14:30:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CIUDAD UNIVERSITARIA,AVENIDA,ANGELES Y UNIVERSIDAD,"25.71855,-100.310224"
27280,2021,DICIEMBRE,2021-12-20,LUNES,13:03:00,DIVERSO,PERITAJES,C4,COLONIA,RINCON DE ORIENTE,AVENIDA,LOPEZ MATEOS Y CONDUCTORES,"25.72906,-100.25377"
22362,2021,JUNIO,2021-06-12,SÁBADO,12:55:00,ALCANCE,FINIQUITADO,RUTINA,FRACCIONAMIENTO,FRACCIONAMIENTO VILLARREAL,AVENIDA,SENDERO Y  ANT CAM SALINAS,"25.767527,-100.290941"
22048,2021,JUNIO,2021-06-30,MIÉRCOLES,16:42:00,ALCANCE,FINIQUITADO,911,COLONIA,MERCADO DE ABASTOS,AVENIDA,ANGELES Y SAN NICOLAS,"25.712781,-100.295992"
27741,2021,DICIEMBRE,2021-12-20,LUNES,16:30:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAS DEL VIDRIO,AVENIDA,ROMULO GZA Y ARBOLES,"25.720888,-100.232264"
22145,2021,JUNIO,2021-06-12,SÁBADO,14:39:00,REVERSA,FINIQUITADO,RUTINA,COLONIA,RINCON DE LAS PUENTES,AVENIDA,REP MEXICANA Y VALLE CENTRAL,"25.745535,-100.284333"
22341,2021,JULIO,2021-07-01,JUEVES,08:47:00,LATERAL,FINIQUITADO,C4,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO GARZA Y SALVADOR ALVARADO,"25.714714,-100.254044"
27809,2021,DICIEMBRE,2021-12-20,LUNES,18:03:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,LA NOGALERA,AVENIDA,REP MEX Y LUIS G CONDREAU,"25.763579,-100.273406"
21816,2021,JUNIO,2021-06-12,SÁBADO,07:12:00,DIVERSO,PERITAJES,RUTINA,COLONIA,CONST DE QUERETARO,AVENIDA,MARTIRES DE CANANEA Y CONGRESO DEL TRABAJO,"25.714321,-100.264715"
22374,2021,JULIO,2021-07-01,JUEVES,09:14:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,EL MIRADOR,CALLE,DEL ZOCALO Y DE LA AURORA,"25.763705,-100.322293"
26018,2021,DICIEMBRE,2021-12-20,LUNES,18:53:00,ALCANCE/PROYECCION,FINIQUITADO,RUTINA,RESIDENCIAL,LOS MEZQUITES,AVENIDA,LOPEZ Y PRIV LOPEZ MATEOS,"25.727814,-100.256132"
21970,2021,JUNIO,2021-06-12,SÁBADO,07:35:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,PARQUE STIVA,AVENIDA,MANUEL L. BARRAGAN Y PARQUE STIVA,"25.759346,-100.306363"
22581,2021,JULIO,2021-07-01,JUEVES,10:00:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,ITURBIDE,AVENIDA,UNIVERSIDAD Y CUAUHTEMOC,"25.759293,-100.287195"
26943,2021,DICIEMBRE,2021-12-20,LUNES,18:58:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CONST DE QUERETARO,AVENIDA,CONDUCTORES Y ANT CAM APODACA,"25.725719,-100.252844"
22577,2021,JUNIO,2021-06-12,SÁBADO,12:30:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,BOSQUES DEL ROBLE,CALLE,JOSE GPE. POSADA Y SANTO DOMINGO,"25.755397,-100.282807"
22342,2021,JULIO,2021-07-01,JUEVES,11:24:00,ESTRELLAMIENTO,PERITAJES,C4,COLONIA,TALAVERNA C.R.O.C.,CALLE,TRABAJADORES CETEMISTAS Y APOLO,"25.711771,-100.227432"
26623,2021,DICIEMBRE,2021-12-20,LUNES,21:14:00,CRUCERO,FINIQUITADO,911,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO GARZA Y  JUAN PABLO II,"25.710516,-100.264117"
22701,2021,JUNIO,2021-06-12,SÁBADO,15:54:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VILLA UNIVERSIDAD,AVENIDA,MANUEL L. BARRAGAN Y FRAY BARTOLOME DE LAS CASAS,"25.742423,-100.312169"
23059,2021,JULIO,2021-07-01,JUEVES,11:28:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y PUERTO TAMPICO,"25.72913,-100.211567"
27439,2021,DICIEMBRE,2021-12-21,MARTES,09:17:00,ALCANCE/PROYECCION,FINIQUITADO,911,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO G Y JUAN PABLO II,"25.710516,-100.264117"
21818,2021,JUNIO,2021-06-13,DOMINGO,06:50:00,REVERSA,FINIQUITADO,911,COLONIA,FLORIDOS BOSQUES DEL NOGALAR,CALLE,VERACRUZ  Y NUEVO LEON,"25.722387,-100.271409"
22309,2021,JULIO,2021-07-01,JUEVES,11:46:00,ALCANCE,PERITAJES,RUTINA,COLONIA,HDA LOS MORALES,AVENIDA,ROMULO GARZA Y MARIO J. MONTEMAYOR,"25.716062,-100.250099"
26944,2021,DICIEMBRE,2021-12-21,MARTES,14:10:00,ESTRELLAMIENTO,PERITAJES,C4,COLONIA,MIGUEL ALEMAN,AVENIDA,CALZ. UNION Y 15VA,"25.715216,-100.222333"
22704,2021,JUNIO,2021-06-13,DOMINGO,15:34:00,ATROPELLO,AMP,RUTINA,COLONIA,VALLE DE SANTO DOMINGO,AVENIDA,SANTO DOMINGO Y EDO DE GUERRERO,"25.751554,-100.259132"
22518,2021,JULIO,2021-07-01,JUEVES,12:20:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,EL ROBLE,CALLE,FRAY  BARTOLOME DE LAS CASAS Y   18 DE DICEMBRE,"25.743322,-100.310165"
27742,2021,DICIEMBRE,2021-12-21,MARTES,15:29:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LAGRANGE,AVENIDA,LOPEZ MATEOS Y  CAMINO AL MEZQUITAL,"25.730491,-100.252339"
21395,2021,JUNIO,2021-06-13,DOMINGO,00:34:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,LAS PUENTES,AVENIDA,PUENTES Y JORGE TREVIÑO,"25.744663,-100.290738"
22562,2021,JULIO,2021-07-01,JUEVES,13:00:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANDALUCIA,AVENIDA,ROMULO GARZA Y CORDOBA,"25.719424,-100.241638"
27611,2021,DICIEMBRE,2021-12-21,MARTES,16:07:00,DIVERSO,PERITAJES,RUTINA,COLONIA,FRANCISCO G SADA,AVENIDA,CHURUBUSCO Y ANGELES,"25.707827,-100.268138"
22631,2021,JUNIO,2021-06-13,DOMINGO,20:14:00,CRUCERO,FINIQUITADO,911,COLONIA,LA GLORIA,AVENIDA,JORGE TREVIÑO Y REPUBLICA MEXICANA,"25.750339,-100.278179"
21872,2021,JULIO,2021-07-01,JUEVES,13:23:00,CRUCERO,FINIQUITADO,C4,COLONIA,CABECERA MUNICIPAL,CALLE,PINO SUAREZ Y BUSTAMANTE,"25.749594,-100.292659"
27634,2021,DICIEMBRE,2021-12-21,MARTES,16:19:00,LATERAL,FINIQUITADO,911,COLONIA,ITURBIDE,AVENIDA,UNIVERSIDAD Y JUAREZ,"25.753277,-100.297828"
21420,2021,JUNIO,2021-06-13,DOMINGO,09:19:00,DOBLE ESTRELLAMIENTO CON HIUDA,INVESTIGACIONES,911,COLONIA,PARQUE LA TALAVERNA,AVENIDA,CALZ. UNION Y GRES,"25.716844,-100.232783"
22181,2021,JULIO,2021-07-01,JUEVES,14:30:00,LATERAL,PERITAJES,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR SUR Y ESPLIEGO,"25.732402,-100.303017"
27465,2021,DICIEMBRE,2021-12-21,MARTES,16:19:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,SAN BENITO DEL LAGO,AVENIDA,ROMULO GARZA Y LAGO RODEO,"25.724652,-100.217808"
22754,2021,JUNIO,2021-06-14,LUNES,12:08:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y TREVIÑO,"25.760483,-100.295105"
22812,2021,JULIO,2021-07-01,JUEVES,15:30:00,LATERAL/PROYECCION,PERITAJES,911,RESIDENCIAL,RECIDENCIAL ROBLE,AVENIDA,ARTURO B Y CAMARENA,"25.765583,-100.289178"
27006,2021,DICIEMBRE,2021-12-21,MARTES,17:10:00,REVERSA,FINIQUITADO,911,COLONIA,CONST DE QUERETARO,AVENIDA,ANT CMA APODACA Y SALVADOR ALVARADO,"25.722468,-100.256691"
22148,2021,JUNIO,2021-06-14,LUNES,06:42:00,ALCANCE,FINIQUITADO,911,COLONIA,VILLA UNIVERSIDAD,CALLE,UANL Y MANUEL L BARRAGAN,"25.747033,-100.310581"
22063,2021,JULIO,2021-07-01,JUEVES,16:52:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
25850,2021,DICIEMBRE,2021-12-21,MARTES,17:23:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,EL ROBLE,AVENIDA,BARTOLOME Y 8 DE DICIEMBRE,"25.74291,-100.310939"
21885,2021,JUNIO,2021-06-14,LUNES,17:21:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CORRAL DE PIEDRA,AVENIDA,ROMULO GZA Y JUAN PABLO II,"25.710516,-100.264117"
22814,2021,JULIO,2021-07-01,JUEVES,19:30:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,SAN BARTOLO,AVENIDA,ARTURO B Y MORENITA MIA,"25.757823,-100.286591"
27768,2021,DICIEMBRE,2021-12-21,MARTES,22:39:00,ALCANCE,FINIQUITADO,911,COLONIA,ANAHUAC,AVENIDA,MANUEL L BARRAGAN Y FIDEL VZZ,"25.729245,-100.316883"
20874,2021,JUNIO,2021-06-14,LUNES,12:34:00,CRUCERO,FINIQUITADO,RUTINA,FRACCIONAMIENTO,DEL LAGO,AVENIDA,ROMULO GARZA Y LAGO RODEO,"25.724637,-100.217807"
22834,2021,JULIO,2021-07-01,JUEVES,21:35:00,ALCANCE CON 17,FINIQUITADO,RUTINA,FRACCIONAMIENTO,DEL LAGO,AVENIDA,ROMULO GZA Y LAS TORRES,"25.723968,-100.222783"
28011,2021,DICIEMBRE,2021-12-21,MARTES,23:25:00,LATERAL,FINIQUITADO,RUTINA,FRACCIONAMIENTO,FRACCIONAMIENTO VILLARREAL,AVENIDA,UNIVERSIDAD  Y PALENQUE,"25.766799,-100.292098"
22477,2021,JUNIO,2021-06-14,LUNES,20:12:00,DIVERSO,INVESTIGACIONES,RUTINA,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,NOGALAR Y FUTURO NOGALAR,"25.717745,-100.28642"
22240,2021,JULIO,2021-07-02,VIERNES,01:24:00,ESTRELLAMIENTO,FINIQUITADO,C4,COLONIA,VICENTE GUERRERO,CALLE,ACATEMPAN Y 1 ABRIL,"25.756801,-100.260851"
28064,2021,DICIEMBRE,2021-12-22,MIÉRCOLES,08:45:00,ALCANCE,FINIQUITADO,911,COLONIA,PASEO DE LOS ANDES,AVENIDA,DIEGO DIAZ Y CORDILLERA DE LOS ANDES,"25.737394,-100.268338"
22213,2021,JUNIO,2021-06-14,LUNES,18:02:00,ALCANCE Y PROYECCION,FINIQUITADO,C4,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y ACAPULCO,"25.72448,-100.214115"
22616,2021,JULIO,2021-07-02,VIERNES,07:21:00,LATERAL,FINIQUITADO,C4,RESIDENCIAL,RESIDENCIAL LAS PALMAS,AVENIDA,JUAN PABLO II Y REP MEXICANA,"25.735581,-100.286817"
28065,2021,DICIEMBRE,2021-12-22,MIÉRCOLES,10:10:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,PASEO DE LOS ANDES,AVENIDA,CORDILLERA DE LOS ANDES Y APOLO,"25.737124,-100.267853"
21732,2021,JUNIO,2021-06-14,LUNES,09:11:00,DIVERSO ( DERRAME DE ACEITE),INVESTIGACIONES,RUTINA,COLONIA,VALLE LAGRANGE,AVENIDA,LOPEZ MATEOS Y ROBERTO G SADA,"25.718868,-100.266343"
22904,2021,JULIO,2021-07-02,VIERNES,15:30:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,JARDINES DE ANAHUAC,AVENIDA,1 AV Y CORDILLERA DE LOS ANDES,"25.737448,-100.269017"
28172,2021,DICIEMBRE,2021-12-22,MIÉRCOLES,17:37:00,VOLCADURA,FINIQUITADO,911,COLONIA,RINCON DE ORIENTE,AVENIDA,LOPEZ MATEOS Y CONDUCTORES,"25.72906,-100.25377"
21910,2021,JUNIO,2021-06-14,LUNES,20:15:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,AZTECA,AVENIDA,LOPEZ MATEOS Y CONDUCTORES,"25.72906,-100.25377"
22024,2021,JULIO,2021-07-02,VIERNES,17:00:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,BARRAGAN Y TOPO CHICO,"25.736993,-100.3141"
27980,2021,DICIEMBRE,2021-12-22,MIÉRCOLES,19:00:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,CHAPULTEPEC,AVENIDA,UNIVERSIDAD Y CENTRAL,"25.740168,-100.302396"
22454,2021,JUNIO,2021-06-14,LUNES,20:32:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,EL MIRADOR,AVENIDA,DE LA AURORA Y DEL ZOCALO,"25.763705,-100.322293"
21606,2021,JULIO,2021-07-02,VIERNES,17:50:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,VALLE DEL MEZQUITAL,AVENIDA,1 AV Y SANTA ROSA,"25.740713,-100.239141"
27466,2021,DICIEMBRE,2021-12-22,MIÉRCOLES,19:35:00,CRUCERO,FINIQUITADO,RUTINA,RESIDENCIAL,MONTECARLO,AVENIDA,CASA BLANCA Y MONTECARLO,"25.734476,-100.225077"
22453,2021,JUNIO,2021-06-14,LUNES,15:00:00,REVERSA,FINIQUITADO,911,COLONIA,MERCADO DE ABASTOS,AVENIDA,AV SAN NICOLAS Y PRIV FUNDIDORES,"25.717149,-100.294479"
22183,2021,JULIO,2021-07-02,VIERNES,18:11:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,CALLE,JOSE MARIA MORELOS Y AQUILES SERDAN,"25.761689,-100.293667"
28229,2021,DICIEMBRE,2021-12-22,MIÉRCOLES,19:57:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,PARQUE STIVA,AVENIDA,BARRAGAN Y LERDO DE TEJADA,"25.759318,-100.306114"
22173,2021,JUNIO,2021-06-15,MARTES,18:55:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,MIGUEL ALEMAN,AVENIDA,ROMULO GARZA Y PARQUE PONIENTE,"25.723289,-100.225858"
22540,2021,JULIO,2021-07-02,VIERNES,22:16:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y BARRAGAN,"25.729245,-100.316883"
28251,2021,DICIEMBRE,2021-12-22,MIÉRCOLES,20:16:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y UNIVERSIDAD,"25.731316,-100.307952"
21800,2021,JUNIO,2021-06-15,MARTES,07:50:00,LATERAL,FINIQUITADO,911,INFONAVIT,FIDEL VELAZQUEZ,AVENIDA,ROMULO G Y FEDERACION,"25.714338,-100.254155"
22220,2021,JULIO,2021-07-03,SÁBADO,00:32:00,LATERAL,FINIQUITADO,C4,COLONIA,VILLAS DE ORIENTE,CALLE,FUNDIDORES Y RIO PABLILLOS,"25.729595,-100.2448"
27117,2021,DICIEMBRE,2021-12-23,JUEVES,00:36:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,LAGRANGE,AVENIDA,LOPEZ MATEOS Y ANT CAM  AL MEZQUITAL,"25.730491,-100.252339"
22040,2021,JUNIO,2021-06-15,MARTES,09:30:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,NOGALAR Y SAN DIEGO,"25.717364,-100.282725"
21165,2021,JULIO,2021-07-03,SÁBADO,14:52:00,LATERAL,FINIQUITADO,911,COLONIA,PRADOS DE SANTO DOMINGO,AVENIDA,SANTO DOMINGO Y MAGUEYES,"25.751909,-100.261517"
27424,2021,DICIEMBRE,2021-12-23,JUEVES,07:50:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,ROBLE NORTE,AVENIDA,BARRAGAN Y BARTOLOME,"25.742423,-100.312169"
22876,2021,JUNIO,2021-06-15,MARTES,15:06:00,DIVERSO,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y REP MEXICANA,"25.721794,-100.292232"
21607,2021,JULIO,2021-07-03,SÁBADO,16:01:00,MOVIL DE 28,FINIQUITADO,C4,COLONIA,HDA LOS MORALES,CALLE,MARIO J MONTEMAYOR Y DEL TEATRO,"25.711151,-100.247067"
28807,2021,DICIEMBRE,2021-12-23,JUEVES,09:30:00,LATERAL,FINIQUITADO,RUTINA,FRACCIONAMIENTO,FRACCIONAMIENTO VILLARREAL,AVENIDA,UNIVERSIDAD Y SENDERO,"25.767392,-100.292059"
21943,2021,JUNIO,2021-06-15,MARTES,19:34:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y PRIVADA FAMOSA,"25.726241,-100.29846"
22815,2021,JULIO,2021-07-03,SÁBADO,16:15:00,ESTRELLAMIENTO,PERITAJES,C4,COLONIA,ANAHUAC,AVENIDA,FIDEL VELAZQUEZ Y FEDERICO GARCIA LORCA,"25.7308,-100.31054"
21625,2021,DICIEMBRE,2021-12-23,JUEVES,10:35:00,ALCANCE,FINIQUITADO,C4,COLONIA,MARGARITA SALAZAR,AVENIDA,LOPEZ MATEOS Y CASA BLANCA,"25.736241,-100.243574"
21125,2021,JUNIO,2021-06-15,MARTES,14:12:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y AV SAN NICOLAS,"25.722816,-100.293582"
22933,2021,JULIO,2021-07-03,SÁBADO,21:13:00,ESTRELLAMIENTO MUTIPLE,PERITAJES,RUTINA,COLONIA,TORRES DE SANTO DOMINGO,CALLE,GEO Y CARPIO,"25.751771,-100.247214"
28088,2021,DICIEMBRE,2021-12-23,JUEVES,11:44:00,REVERSA,FINIQUITADO,C4,COLONIA,CHAPULTEPEC,AVENIDA,UNIVERSIDAD Y LINARES,"25.744786,-100.300747"
22113,2021,JUNIO,2021-06-15,MARTES,22:20:00,ESTRELLAMIENTO CON VOLCADURA,A.M.P.,RUTINA,COLONIA,CIUDAD UNIVERSITARIA,AVENIDA,MANUEL L. BARRAGAN DE NTE A SUR  Y FIDEL VZZ,"25.729245,-100.316883"
22935,2021,JULIO,2021-07-03,SÁBADO,21:13:00,DIVRSO/REVERSA,PERITAJES,RUTINA,COLONIA,TORRES DE SANTO DOMINGO,CALLE,GEO Y CARPIO,"25.751771,-100.247214"
27425,2021,DICIEMBRE,2021-12-23,JUEVES,11:56:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,CALLE,AQUILES SERDAN Y MORELOS,"25.761689,-100.293667"
22405,2021,JUNIO,2021-06-15,MARTES,15:28:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,MIGUEL ALEMAN,AVENIDA,LAS TORRES Y 8AV,"25.720352,-100.221566"
21371,2021,JULIO,2021-07-04,DOMINGO,06:37:00,CRUCERO,A.M.P.,C4,COLONIA,CARMEN ROMANO,AVENIDA,DIEGO DIAZ Y JUAN PABLO II,"25.725382,-100.277801"
27854,2021,DICIEMBRE,2021-12-23,JUEVES,15:33:00,REVERSA,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y TAPIA,"25.759558,-100.295447"
12950,2021,JUNIO,2021-06-15,MARTES,19:08:00,ALCANCE Y PROYECCION,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y GUSTAVO A BEACKER,"25.730964,-100.308959"
22838,2021,JULIO,2021-07-04,DOMINGO,14:10:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,ARTURO B DE LA GARZA Y BENITO JUAREZ,"25.756231,-100.286254"
28252,2021,DICIEMBRE,2021-12-23,JUEVES,15:33:00,LATERAL,FINIQUITADO,911,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y TREVIÑO,"25.761441,-100.294677"
22755,2021,JUNIO,2021-06-15,MARTES,08:03:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
21610,2021,JULIO,2021-07-04,DOMINGO,16:09:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,VALLE DEL MEZQUITAL,AVENIDA,1 AV Y SANTA ROSA,"25.740713,-100.239141"
27468,2021,DICIEMBRE,2021-12-23,JUEVES,15:51:00,ALCANCE,FINIQUITADO,C4,COLONIA,JARDINES DE ANAHUAC,AVENIDA,DIEGO DIAZ Y CALLE 24,"25.727071,-100.276595"
21773,2021,JUNIO,2021-06-15,MARTES,18:00:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
22241,2021,JULIO,2021-07-04,DOMINGO,22:47:00,CRUCERO,FINIQUITADO,911,COLONIA,AZTECA,CALLE,TIZOC Y CACAMA,"25.724581,-100.265944"
27855,2021,DICIEMBRE,2021-12-23,JUEVES,16:18:00,ALCANCE,FINIQUITADO,C4,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
22878,2021,JUNIO,2021-06-15,MARTES,21:07:00,FRONTAL,INVESTIGACIONES,RUTINA,COLONIA,ARBOLEDAS DE SAN JORGE,AVENIDA,DE LA JUVENTUD Y SAN NICOLAS,"25.733185,-100.290893"
22774,2021,JULIO,2021-07-05,LUNES,07:55:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,BALCONES DE ANAHUAC,AVENIDA,SENDERO  Y MANUEL L BARRAGAN,"25.765412,-100.305585"
28277,2021,DICIEMBRE,2021-12-23,JUEVES,17:00:00,LATERAL,FINIQUITADO,RUTINA,RESIDENCIAL,RESIDENCIAL ANAHUAC,AVENIDA,MANUEL L BARRAGAN Y ALMAZAN,"25.737044,-100.314276"
22150,2021,JUNIO,2021-06-15,MARTES,07:40:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,CALLE,CUAUHTEMOC E HIDALGO,"25.7581,-100.291686"
22936,2021,JULIO,2021-07-05,LUNES,10:05:00,ESTRELLAMIENTO/17,INVESTIGACIONES,C4,COLONIA,FUENTES DE ANAHUAC,CALLE,TORRES DE SANTO DOMINGO Y FUENTE ALEGRE,"25.735271,-100.262458"
27008,2021,DICIEMBRE,2021-12-23,JUEVES,18:10:00,CRUCERO,FINIQUITADO,C4,COLONIA,FUENTES DE ANAHUAC,CALLE,FUENTE GRANDE Y FUENTE AZUL,"25.733409,-100.262513"
21636,2021,JUNIO,2021-06-15,MARTES,14:12:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,BARRAGAN Y JUANA DE IRBABORU,"25.752522,-100.30872"
22777,2021,JULIO,2021-07-05,LUNES,11:21:00,ALCANCE,FINIQUITADO,911,COLONIA,CENTRAL DE CARGA,AVENIDA,AV D Y AV UNO,"25.711994,-100.236005"
27909,2021,DICIEMBRE,2021-12-24,VIERNES,01:05:00,ESTRELLAMIENTO CON ABANDONO 28,INVESTIGACIONES,RUTINA,COLONIA,AZTECA,CALLE,MOCTEZUMA Y XOCHITL,"25.719444,-100.269231"
22801,2021,JUNIO,2021-06-16,MIÉRCOLES,08:07:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,CHAPULTEPEC,AVENIDA,UNIVERSIDAD Y JUAN PABLO II,"25.74965,-100.29912"
22665,2021,JULIO,2021-07-05,LUNES,15:14:00,REVERSA,PERITAJES,RUTINA,COLONIA,HDA LOS MORALES,CALLE,BONIFACIO SALINAS Y JUAN MTY,"25.715019,-100.237967"
27769,2021,DICIEMBRE,2021-12-24,VIERNES,01:55:00,ALCANCE  CON HUIDA,INVESTIGACIONES,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y ZONA NTE,"25.762644,-100.294324"
22455,2021,JUNIO,2021-06-16,MIÉRCOLES,14:09:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y TREVIÑO,"25.760483,-100.295105"
22541,2021,JULIO,2021-07-05,LUNES,14:56:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,MANUEL L BARRAGAN Y FIDEL VELAZQUEZ,"25.729245,-100.316883"
27836,2021,DICIEMBRE,2021-12-24,VIERNES,02:50:00,ESTRELLAMIENTO MUTIPLE,PERITAJES,RUTINA,COLONIA,ANAHUAC,AVENIDA,UNIVERSIDAD Y DEL BOSQUE,"25.734095,-100.30458"
22086,2021,JUNIO,2021-06-16,MIÉRCOLES,13:00:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CIUDAD UNIVERSITARIA,AVENIDA,UNIVERSIDAD Y PEDRO DE ALBA,"25.723591,-100.308605"
22284,2021,JULIO,2021-07-05,LUNES,14:36:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VELAZQUEZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
27663,2021,DICIEMBRE,2021-12-24,VIERNES,07:27:00,ESTRELLAMIENTO CON HUIDA,PERITAJES,RUTINA,COLONIA,ITURBIDE,AVENIDA,LAS TORRES Y PAMPLONA,"25.754267,-100.304828"
